🕘️更新时间,#genre#
甘肃卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010098
甘肃卫视,http://58.58.111.222:808/hls/46/index.m3u8
甘肃卫视,http://110.42.96.4:44801/1000000002000017827/ystenlive/index.m3u8
甘肃卫视,http://119.125.134.234:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://1.196.193.27:808/hls/89/index.m3u8
甘肃卫视,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://58.254.14.69:808/hls/49/index.m3u8
广西卫视,http://39.164.180.36:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://goo.bkpcp.top/mg/gxws
广西卫视,http://183.255.10.90:6610/200000001898/460000089800010099/1.m3u8?IASHttpSessionId=OTT
广西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010099
广西卫视,http://58.58.111.222:808/hls/39/index.m3u8
广西卫视,http://110.42.96.4:44801/1000000002000019837/ystenlive/index.m3u8
广西卫视,http://119.125.134.234:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://1.196.193.27:808/hls/85/index.m3u8
广西卫视,http://1.195.30.9:19901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://148.135.93.213:81/live.php?id=贵州卫视
贵州卫视,http://39.164.180.36:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://goo.bkpcp.top/mg/gzws
贵州卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010100
贵州卫视,http://110.42.96.4:44801/1000000002000003169/ystenlive/index.m3u8
贵州卫视,http://111.8.242.107:9999/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://1.196.193.27:808/hls/71/index.m3u8
贵州卫视,http://1.195.30.9:19901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://218.58.136.82:352/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://58.254.14.69:808/hls/28/index.m3u8
海南卫视,http://goo.bkpcp.top/mg/hinws
海南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010083
海南卫视,http://58.58.111.222:808/hls/35/index.m3u8
海南卫视,http://110.42.96.4:44801/1000000002000023773/ystenlive/index.m3u8
海南卫视,http://119.125.134.234:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://111.8.242.107:9999/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://1.196.193.27:808/hls/88/index.m3u8
海南卫视,http://183.131.246.250:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://58.254.14.69:808/hls/45/index.m3u8
河北卫视,http://39.164.180.36:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010101
河北卫视,http://58.58.111.222:808/hls/34/index.m3u8
河北卫视,http://110.42.96.4:44801/1000000002000017118/ystenlive/index.m3u8
河北卫视,http://111.8.242.107:9999/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://1.196.193.27:808/hls/72/index.m3u8
河北卫视,http://1.195.30.9:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://183.131.246.250:9901/tsfile/live/0117_1.m3u8
河北卫视,http://218.58.136.82:352/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://148.135.93.213:81/live.php?id=河南卫视
河南卫视,http://goo.bkpcp.top/mg/hnws
河南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010071
河南卫视,http://58.58.111.222:808/hls/38/index.m3u8
河南卫视,http://110.42.96.4:44801/1000000002000027731/ystenlive/index.m3u8
河南卫视,http://119.125.134.234:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.8.242.107:9999/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.131.246.250:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://58.254.14.69:808/hls/35/index.m3u8
河南卫视,http://222.223.84.120:9901/tsfile/live/0139_1.m3u8
吉林卫视,http://39.164.180.36:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://goo.bkpcp.top/mg/jlws
吉林卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010075
吉林卫视,http://58.58.111.222:808/hls/40/index.m3u8
吉林卫视,http://110.42.96.4:44801/1000000002000027730/ystenlive/index.m3u8
吉林卫视,http://111.8.242.107:9999/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://1.196.193.27:808/hls/81/index.m3u8
吉林卫视,http://1.195.30.9:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://58.254.14.69:808/hls/43/index.m3u8
江西卫视,http://148.135.93.213:81/live.php?id=江西卫视
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江西卫视,http://39.164.180.36:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://goo.bkpcp.top/mg/jxws
江西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010060
江西卫视,http://58.58.111.222:808/hls/33/index.m3u8
江西卫视,http://110.42.96.4:44801/1000000006000268001/ystenlive/index.m3u8
江西卫视,http://119.125.134.234:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.8.242.107:9999/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://1.196.193.27:808/hls/73/index.m3u8
江西卫视,http://1.195.30.9:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://148.135.93.213:81/live.php?id=辽宁卫视
辽宁卫视,http://39.164.180.36:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://goo.bkpcp.top/mg/lnws
辽宁卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010061
辽宁卫视,http://58.58.111.222:808/hls/25/index.m3u8
辽宁卫视,http://110.42.96.4:44801/1000000001000001945/ystenlive/index.m3u8
辽宁卫视,http://119.125.134.234:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.8.242.107:9999/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://1.196.193.27:808/hls/69/index.m3u8
辽宁卫视,http://1.195.30.9:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://39.164.180.36:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010056
黑龙江卫视,http://58.58.111.222:808/hls/30/index.m3u8
黑龙江卫视,http://110.42.96.4:44801/1000000001000001925/ystenlive/index.m3u8
黑龙江卫视,http://119.125.134.234:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://111.8.242.107:9999/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://1.196.193.27:808/hls/66/index.m3u8
黑龙江卫视,http://1.195.30.9:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://183.131.246.250:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://goo.bkpcp.top/mg/nmws
内蒙古卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010109
内蒙古卫视,http://58.58.111.222:808/hls/43/index.m3u8
内蒙古卫视,http://110.42.96.4:44801/1000000002000014080/ystenlive/index.m3u8
内蒙古卫视,http://111.8.242.107:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://1.196.193.27:808/hls/84/index.m3u8
内蒙古卫视,http://58.254.14.69:808/hls/132/index.m3u8
内蒙古卫视,http://139.196.228.200:5678/公众号搞机大师/mg.php?id=nmws
内蒙古卫视,http://113.195.45.95:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://goo.bkpcp.top/mg/nxws
宁夏卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010110
宁夏卫视,http://58.58.111.222:808/hls/44/index.m3u8
宁夏卫视,http://110.42.96.4:44801/1000000002000031451/ystenlive/index.m3u8
宁夏卫视,http://119.125.134.234:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://111.8.242.107:9999/tsfile/live/1027_1.m3u8
宁夏卫视,http://1.196.193.27:808/hls/82/index.m3u8
宁夏卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000031451.m3u8?cdn=ystenlive
宁夏卫视,http://139.196.228.200:5678/公众号搞机大师/mg.php?id=nxws
青海卫视,http://39.164.180.36:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://goo.bkpcp.top/mg/qhws
青海卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010111
青海卫视,http://58.58.111.222:808/hls/47/index.m3u8
青海卫视,http://110.42.96.4:44801/1000000002000013359/ystenlive/index.m3u8
青海卫视,http://119.125.134.234:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://111.8.242.107:9999/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://1.196.193.27:808/hls/90/index.m3u8
青海卫视,http://1.195.30.9:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://148.135.93.213:81/live.php?id=山东卫视
山东卫视,http://z.b.bkpcp.top/m.php?=sdws
山东卫视,http://39.164.180.36:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://goo.bkpcp.top/mg/sdws
山东卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010066
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8
山东卫视,http://110.42.96.4:44801/1000000001000016568/ystenlive/index.m3u8
山东卫视,http://111.8.242.107:9999/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://1.196.193.27:808/hls/67/index.m3u8
山东卫视,http://1.195.30.9:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://39.164.180.36:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010114
山西卫视,http://58.58.111.222:808/hls/41/index.m3u8
山西卫视,http://110.42.96.4:44801/1000000002000021220/ystenlive/index.m3u8
山西卫视,http://119.125.134.234:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://1.196.193.27:808/hls/86/index.m3u8
山西卫视,http://1.195.30.9:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://58.254.14.69:808/hls/42/index.m3u8
山西卫视,http://222.223.84.120:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
陕西卫视,http://39.164.180.36:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://goo.bkpcp.top/mg/sxws
陕西卫视,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000002000007495
陕西卫视,http://58.58.111.222:808/hls/42/index.m3u8
陕西卫视,http://110.42.96.4:44801/1000000002000007495/ystenlive/index.m3u8
陕西卫视,http://119.125.134.234:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.8.242.107:9999/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://1.196.193.27:808/hls/70/index.m3u8
陕西卫视,http://1.195.30.9:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://39.164.180.36:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://1.199.234.62:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010115
四川卫视,http://58.58.111.222:808/hls/36/index.m3u8
四川卫视,http://110.42.96.4:44801/1000000002000016825/ystenlive/index.m3u8
四川卫视,http://111.8.242.107:9999/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://1.196.193.27:808/hls/76/index.m3u8
四川卫视,http://1.195.30.9:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.131.246.250:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=000000001000/4600001000000000117
三沙卫视,http://119.125.134.234:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://dsm.huarunguoji.top:35455/itv/5000000011000288016.m3u8?cdn=bestzb
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视,https://livessws.hnntv.cn/live/ssws20250114.m3u8?_upt=59ccdc261738935307
三沙卫视,http://111.160.17.2:59901/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://113.118.15.210:808/hls/76/index.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
三沙卫视,http://www.terrykang.xyz:35455/itv/5000000011000288016.m3u8?cdn=bestzb
天津卫视,http://148.135.93.213:81/live.php?id=天津卫视
天津卫视,http://39.164.180.36:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010069
天津卫视,http://58.58.111.222:808/hls/24/index.m3u8
天津卫视,http://110.42.96.4:44801/1000000001000003475/ystenlive/index.m3u8
天津卫视,http://111.8.242.107:9999/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://1.196.193.27:808/hls/78/index.m3u8
天津卫视,http://183.131.246.250:9901/tsfile/live/0135_1.m3u8
天津卫视,http://218.58.136.82:352/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://222.223.84.120:9901/tsfile/live/0135_1.m3u8
西藏卫视,http://goo.bkpcp.top/mg/xzws
西藏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225638
西藏卫视,http://58.58.111.222:808/hls/48/index.m3u8
西藏卫视,http://110.42.96.4:44801/1000000002000015894/ystenlive/index.m3u8
西藏卫视,http://119.125.134.234:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://111.8.242.107:9999/tsfile/live/1061_1.m3u8
西藏卫视,http://58.254.14.69:808/hls/47/index.m3u8
西藏卫视,http://222.223.84.120:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://dsm.huarunguoji.top:35455/itv/6603041244077933770.m3u8?cdn=ystenlive
新疆卫视,http://goo.bkpcp.top/mg/xjws
新疆卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010116
新疆卫视,http://58.58.111.222:808/hls/45/index.m3u8
新疆卫视,http://110.42.96.4:44801/1000000002000029441/ystenlive/index.m3u8
新疆卫视,http://119.125.134.234:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://111.8.242.107:9999/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://58.254.14.69:808/hls/48/index.m3u8
新疆卫视,http://222.223.84.120:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://dsm.huarunguoji.top:35455/itv/1000000002000029441.m3u8?cdn=ystenlive
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://goo.bkpcp.top/mg/ynws
云南卫视,http://183.255.10.90:6610/200000001898/460000089800010119/1.m3u8?IASHttpSessionId=OTT
云南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010119
云南卫视,http://58.58.111.222:808/hls/37/index.m3u8
云南卫视,http://110.42.96.4:44801/1000000002000024694/ystenlive/index.m3u8
云南卫视,http://119.125.134.234:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://1.196.193.27:808/hls/79/index.m3u8
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226516
延边卫视,http://dsm.huarunguoji.top:35455/itv/1000000005000266008.m3u8?cdn=ystenlive
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8?zjild#http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8?zjild
延边卫视,http://61.138.128.226:19901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://www.terrykang.xyz:35455/itv/1000000005000266008.m3u8?cdn=ystenlive

🔆央视卫视②🔆,#genre#
👉卡顿请左右键切换源👈,https://d.kstore.dev/download/7692/1.mp4
👉选择流畅的线路观看👈,https://d.kstore.dev/download/7692/1.mp4
CCTV-1 综合,http://z.b.bkpcp.top/m.php?id=cctv1\
CCTV-1 综合,http://goo.bkpcp.top/mg/cctv1
CCTV-1 综合,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010011
CCTV-1 综合,http://58.58.111.222:808/hls/101/index.m3u8
CCTV-1 综合,http://110.42.96.4:44801/1000000001000018602/ystenlive/index.m3u8
CCTV-1 综合,http://119.125.134.234:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1 综合,http://111.8.242.107:9999/tsfile/live/1063_1.m3u8
CCTV-1 综合,http://1.196.193.27:808/hls/1/index.m3u8
CCTV-1 综合,http://58.254.14.69:808/hls/1/index.m3u8
CCTV-2 财经,http://z.b.bkpcp.top/m.php?id=cctv2\
CCTV-2 财经,http://39.164.180.36:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2 财经,http://goo.bkpcp.top/mg/cctv2
CCTV-2 财经,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010211
CCTV-2 财经,http://58.58.111.222:808/hls/102/index.m3u8
CCTV-2 财经,http://110.42.96.4:44801/1000000001000023315/ystenlive/index.m3u8
CCTV-2 财经,http://119.125.134.234:9901/tsfile/live/0002_1.m3u8
CCTV-2 财经,http://111.8.242.107:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2 财经,http://1.196.193.27:808/hls/2/index.m3u8
CCTV-3 综艺,http://z.b.bkpcp.top/m.php?id=cctv3\
CCTV-3 综艺,http://goo.bkpcp.top/mg/cctv3
CCTV-3 综艺,http://183.255.10.90:6610/200000001898/460000089800010212/1.m3u8?IASHttpSessionId=OTT
CCTV-3 综艺,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010212
CCTV-3 综艺,http://58.58.111.222:808/hls/103/index.m3u8
CCTV-3 综艺,http://110.42.96.4:44801/1000000001000013682/ystenlive/index.m3u8
CCTV-3 综艺,http://119.125.134.234:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3 综艺,http://111.8.242.107:9999/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3 综艺,http://1.196.193.27:808/hls/3/index.m3u8
CCTV-4 中文国际,http://z.b.bkpcp.top/m.php?id=cctv4o\
CCTV-4 中文国际,http://goo.bkpcp.top/mg/cctv4
CCTV-4 中文国际,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010017
CCTV-4 中文国际,http://58.58.111.222:808/hls/104/index.m3u8
CCTV-4 中文国际,http://110.42.96.4:44801/1000000005000265004/ystenlive/index.m3u8
CCTV-4 中文国际,http://119.125.134.234:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4 中文国际,http://111.8.242.107:9999/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4 中文国际,http://1.196.193.27:808/hls/4/index.m3u8
CCTV-4 中文国际,http://183.131.246.250:9901/tsfile/live/0004_1.m3u8
CCTV-5 体育,http://z.b.bkpcp.top/m.php?id=cctv5\
CCTV-5 体育,http://goo.bkpcp.top/mg/cctv5
CCTV-5 体育,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010139
CCTV-5 体育,http://58.58.111.222:808/hls/105/index.m3u8
CCTV-5 体育,http://110.42.96.4:44801/1000000005000025222/ystenlive/index.m3u8
CCTV-5 体育,http://119.125.134.234:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5 体育,http://111.8.242.107:9999/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5 体育,http://1.196.193.27:808/hls/5/index.m3u8
CCTV-5 体育,http://183.131.246.250:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6 电影,http://z.b.bkpcp.top/m.php?id=cctv6\
CCTV-6 电影,http://goo.bkpcp.top/mg/cctv6
CCTV-6 电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010214
CCTV-6 电影,http://58.58.111.222:808/hls/107/index.m3u8
CCTV-6 电影,http://110.42.96.4:44801/1000000001000001737/ystenlive/index.m3u8
CCTV-6 电影,http://119.125.134.234:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6 电影,http://111.8.242.107:9999/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6 电影,http://1.196.193.27:808/hls/6/index.m3u8
CCTV-6 电影,http://58.254.14.69:808/hls/6/index.m3u8
CCTV-7 国防军事,http://z.b.bkpcp.top/m.php?id=cctv7\
CCTV-7 国防军事,http://goo.bkpcp.top/mg/cctv7
CCTV-7 国防军事,http://125.42.148.86:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7 国防军事,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010215
CCTV-7 国防军事,http://58.58.111.222:808/hls/108/index.m3u8
CCTV-7 国防军事,http://110.42.96.4:44801/1000000001000024341/ystenlive/index.m3u8
CCTV-7 国防军事,http://119.125.134.234:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7 国防军事,http://111.8.242.107:9999/tsfile/live/1073_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7 国防军事,http://1.196.193.27:808/hls/7/index.m3u8
CCTV-8 电视剧,http://z.b.bkpcp.top/m.php?id=cctv8\
CCTV-8 电视剧,http://goo.bkpcp.top/mg/cctv8
CCTV-8 电视剧,http://1.199.234.62:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8 电视剧,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010216
CCTV-8 电视剧,http://58.58.111.222:808/hls/9/index.m3u8
CCTV-8 电视剧,http://110.42.96.4:44801/1000000001000031433/ystenlive/index.m3u8
CCTV-8 电视剧,http://119.125.134.234:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8 电视剧,http://111.8.242.107:9999/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8 电视剧,http://1.196.193.27:808/hls/8/index.m3u8
CCTV-9 记录,http://z.b.bkpcp.top/m.php?id=cctv9\
CCTV-9 记录,http://goo.bkpcp.top/mg/cctv9
CCTV-9 记录,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010052
CCTV-9 记录,http://58.58.111.222:808/hls/10/index.m3u8
CCTV-9 记录,http://110.42.96.4:44801/1000000001000014583/ystenlive/index.m3u8
CCTV-9 记录,http://119.125.134.234:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9 记录,http://111.8.242.107:9999/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9 记录,http://1.196.193.27:808/hls/9/index.m3u8
CCTV-9 记录,http://183.131.246.250:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10 科教,http://z.b.bkpcp.top/m.php?id=cctv10\
CCTV-10 科教,http://39.164.180.36:19901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10 科教,http://goo.bkpcp.top/mg/cctv10
CCTV-10 科教,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010203
CCTV-10 科教,http://58.58.111.222:808/hls/11/index.m3u8
CCTV-10 科教,http://110.42.96.4:44801/1000000001000023734/ystenlive/index.m3u8
CCTV-10 科教,http://119.125.134.234:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10 科教,http://111.8.242.107:9999/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10 科教,http://1.196.193.27:808/hls/10/index.m3u8
CCTV-11 戏曲,http://z.b.bkpcp.top/m.php?id=cctv11\
CCTV-11 戏曲,http://39.164.180.36:19901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11 戏曲,http://goo.bkpcp.top/mg/cctv11
CCTV-11 戏曲,http://125.42.148.86:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11 戏曲,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010092
CCTV-11 戏曲,http://58.58.111.222:808/hls/12/index.m3u8
CCTV-11 戏曲,http://110.42.96.4:44801/1000000005000265011/ystenlive/index.m3u8
CCTV-11 戏曲,http://119.125.134.234:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11 戏曲,http://111.8.242.107:9999/tsfile/live/1041_1.m3u8
CCTV-12 社会与法,http://z.b.bkpcp.top/m.php?id=cctv12\
CCTV-12 社会与法,http://39.164.180.36:19901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12 社会与法,http://goo.bkpcp.top/mg/cctv12
CCTV-12 社会与法,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010205
CCTV-12 社会与法,http://58.58.111.222:808/hls/13/index.m3u8
CCTV-12 社会与法,http://110.42.96.4:44801/1000000001000032494/ystenlive/index.m3u8
CCTV-12 社会与法,http://111.8.242.107:9999/tsfile/live/1043_1.m3u8
CCTV-12 社会与法,http://1.196.193.27:808/hls/12/index.m3u8
CCTV-12 社会与法,http://218.58.136.82:352/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13 新闻,http://z.b.bkpcp.top/m.php?id=cctv13\
CCTV-13 新闻,http://39.164.180.36:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13 新闻,http://goo.bkpcp.top/mg/cctv13
